F157,F159,F160,F162,F265,F267,F268,F270,F886,F1936,F1938,F2074,F2076,F2182,F2285,F2481,F2578,F2779,F3226,F3228,F3229,F3231,F3337,F3339,F3445,F3447,F3502,F3504,F3908,F3912,F115,F321,F527,F531,F670,F1692,F2082,F2122,F2582,F2678,F2737,F2956,F3836,F3887,F3894,F3924
0.51,0.49,0.96,0.96,0.29,0.26,0.63,0.66,0.0,0.0,0.0,0.928571429,0.80952381,0.93902439,1.05,3.56,-0.4,-0.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.51,1.15,1.68,2.21,0.0,0.0,0.0,0.0,0.0,0.05,-0.27,138.0,57330134.0,233,41.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.892857143,0.857142857,0.94,3.11,7.3,1.26,1.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.71,1.17,0.95,1.08,0.0,0.0,0.035714286,0.02,0.0,0.22,0.93,79.0,-610964140.3,236,41.0,0
0.27,0.27,0.28,0.28,0.16,0.16,0.1,0.1,0.0,0.0,0.0,0.666666667,0.666666667,0.67,0.03,0.14,-0.8,-0.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.27,1.12,2.78,1.49,0.0,0.0,0.074074074,0.01,0.0,-0.52,-0.91,20.0,5562094.62,235,41.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,-0.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.51,1.19,0.65,0.99,0.0,0.0,0.0,0.0,-0.13,-0.44,-0.23,45.0,653558.25,235,41.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.83,1.83,0,0,0.53,1.2,1.0,1.21,0.0,0.0,0.052631579,0.0,0.0,-0.12,0.0,0.0,95785.91,464,36.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.81,0.75,0.25,0.95,0.0,1.0,0.0,0.009259259,0.0,-0.12,0.0,64.0,500000.0,33,5.0,0
0.5,0.6,0.17,0.18,0.17,0.2,0.04,0.05,0.0,0.0,0.0,0.012820513,0.0,0.023696682,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.63,1.41,1.13,2.99,0.0,0.0,0.0,0.004739336,-0.2,-0.12,-0.19,58.0,-115708740.2,182,68.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.55,0.375,0.46031746,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.54,1.0,0.93,0.98,0.0,0.0,0.075,0.0,0.0,0.0,-0.15,1.0,283968.41,172,66.0,0
1.0,0.52,1.0,0.62,1.0,0.29,1.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.66,64.0,2184179.31,126,26.0,0
0.14,0.52,0.0,0.62,0.0,0.29,0.0,0.41,0.0,0.0,0.0,0.76744186,0.720930233,0.75,0.65,1.64,0.0,-0.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.49,1.54,1.22,1.6,0.0,0.0,0.0,0.008928571,0.0,-0.24,-0.07,83.0,5622.19,6,44.0,0
0.37,0.39,0.26,0.27,0.15,0.16,0.09,0.08,0.0,0.0,0.0,0.007194245,0.0,0.023809524,0.22,0.51,-0.15,-0.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.38,0.68,0.56,0.57,0.0,2.0,0.021582734,0.017006803,0.0,-0.34,-0.42,81.0,823560.82,302,32.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.909090909,0.852272727,0.951965066,1.25,6.04,0.35,0.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.54,0.59,0.96,0.73,0.0,0.0,0.0,0.0,0.0,0.21,0.26,19.0,636.39,22,20.0,0
0.3,0.3,0.94,0.94,0.2,0.2,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.0,1.27,3.99,0.27,0.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.44,1.5,1.22,3.31,0.0,0.0,0.047619048,0.022222222,0.0,0.04,0.28,101.0,7160679.91,177,39.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1.84,4.17,0.32,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.49,1.47,0.52,3.05,0.0,1.0,0.0625,0.024390244,0.0,-0.17,0.12,92.0,6257310.54,115,10.0,0
0.63,0.64,0.77,0.77,0.4,0.39,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,3.03,5.95,0.7,0.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.6,0.98,1.07,1.22,0.0,1.0,0.125,0.25,0.0,-0.32,0.05,44.0,1410848.74,22,12.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.98,2.6,0.01,-0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.21,0.0,1.0,0.0,0.333333333,0.0,-0.31,-0.33,44.0,827929.03,2,9.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.027027027,0.027027027,0.949152542,0.711864407,0.952380952,0.0,0.82,0.0,-0.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.53,1.0,1.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.17,-0.25,9.0,693519.45,156,31.0,0
0.56,0.53,0.71,0.68,0.36,0.32,0.48,0.43,0.0,0.0,0.0,0.016393443,0.0,0.0375,1.09,4.14,0.1,0.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.56,1.09,1.3,1.31,0.0,0.0,0.0,0.0,-0.01,0.09,0.13,882.0,332292.76,153,52.0,0
0.0,0.52,0.0,0.62,0.0,0.29,0.0,0.41,0.0,0.2,0.2,0.428571429,0.428571429,0.277777778,1.09,5.83,0.06,0.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.51,0.9,1.08,0.84,0.0,0.0,0.0,0.0,0.0,0.14,0.15,86.0,319914.0,29,21.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.88,2.59,0.12,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.51,1.79,0.78,1.66,0.0,0.0,0.0,0.0,0.0,-0.27,-0.16,233.0,18986.64,168,32.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.84,2.98,0.23,0.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.64,1.2,1.53,1.81,0.0,0.0,0.023809524,0.0,0.0,-0.03,0.35,311.0,51976.37,161,84.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,2.22,8.98,-0.33,-0.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.39,0.92,0.95,1.31,0.0,0.0,0.036585366,0.0,0.0,0.44,0.09,177.0,201526.13,133,11.0,0
0.0,0.52,0.0,0.62,0.0,0.29,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.53,3.63,-0.01,0.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.46,0.78,0.93,0.72,0.0,0.0,0.0,0.02,-0.01,0.16,-0.05,482.0,-1838495680.0,96,56.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.02970297,0.0,0.021834061,0.74,3.89,0.03,0.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.62,1.01,1.05,0.41,0.0,0.0,0.0,0.0,0.01,0.29,0.24,501.0,-1835937471.0,90,31.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1.59,5.73,0.14,0.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.48,1.0,1.47,1.21,0.0,0.0,0.0,0.0,-0.01,0.13,0.19,435.0,1500000.0,70,31.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,-0.04,-0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.51,1.05,0.68,1.18,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.04,351.0,294449.58,52,62.0,0
0.46,0.52,0.47,0.62,0.24,0.29,0.24,0.41,0.0,0.0,0.0,0.849104859,0.0,0.862887278,0.0,0.0,0.0,-0.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.46,0.93,1.03,0.83,0.0,0.0,0.007672634,0.045484509,0.0,-0.67,-0.65,3.0,192540475.9,38,44.0,0
0.52,0.52,0.47,0.62,0.38,0.29,0.37,0.41,0.0,0.0,0.0,0.86122449,0.0,0.84622871,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.52,0.88,0.95,1.13,0.0,0.0,0.006122449,0.044282238,0.0,0.0,0.0,64.0,-5304862.79,33,29.0,0
0.6,0.52,0.59,0.62,0.4,0.29,0.45,0.41,0.0,0.0,0.0,0.845986985,0.0,0.82329907,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.48,1.03,0.96,1.13,0.0,0.0,0.0,0.048947626,-0.02,-0.12,-0.29,52.0,24031031.42,30,16.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.056122449,0.0,0.05511811,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.31,1.35,1.22,2.17,0.0,0.0,0.005102041,0.0,0.24,-0.12,0.16,20.0,61438490.27,9,63.0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-0.27,3.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.51,1.0,0.97,1.22,0.0,0.0,0.0,0.0,0.0,4.5,-0.42,25.0,160000.0,0,24.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.838645418,0.0,0.809349221,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.48,1.62,0.9,1.87,0.0,14.0,0.001992032,0.040329973,0.0,-0.12,0.0,0.0,123650723.2,1,0.0,0
1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.04,1.03,1.03,0.0,0.0,0.018867925,0.0,-0.31,-0.12,-0.49,43.0,120256.09,493,44.0,0
0.55,0.56,0.27,0.45,0.09,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.58,3.83,0.0,0.06,0.0,0.0,0.003215434,0.0,0.0,0.0,0.0,64.0,12500388.11,492,43.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.739130435,0.007246377,0.739130435,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.04,-0.12,-0.29,31.0,203643019.7,329,67.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,1.0,0.528301887,0.980392157,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,1.07,0.0,1.21,0.0,0.0,0.0,0.0,-0.21,-0.12,-0.18,33.0,11026253.61,728,61.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.961538462,0.923076923,0.942307692,0.0,1.18,-0.25,-0.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.03,0.16,64.0,6023779.33,256,57.0,0
0.52,0.53,0.65,0.66,0.29,0.31,0.43,0.44,0.0,0.0,0.0,0.791044776,0.746268657,0.767857143,0.15,0.31,-0.36,-0.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.5,0.69,0.66,0.81,0.0,0.0,0.0,0.0,-0.26,-0.49,-0.64,64.0,192183526.0,434,74.0,0
1.0,0.52,1.0,0.62,0.0,0.29,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.9,1.2,0.57,1.28,0.0,1.0,0.25,0.333333333,1.6,1.73,1.55,82.0,5625623.63,169,30.0,0
0.76,0.76,0.74,0.74,0.37,0.37,0.38,0.38,0.0,0.0,0.0,0.637931034,0.637931034,0.653333333,0.06,1.24,-0.14,-0.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.94,1.94,0,0,0.77,1.31,0.93,1.51,0.0,0.0,0.0,0.0,0.0,0.09,-0.07,31.0,5422240.72,168,30.0,0
0.5,0.52,0.49,0.49,0.26,0.32,0.21,0.26,0.0,0.0,0.0,0.931707317,0.702439024,0.949238579,1.27,2.78,0.07,-0.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.49,0.93,0.63,1.01,0.0,0.0,0.0,0.0,-0.08,-0.18,-0.12,939.0,397299.29,170,30.0,0
0.65,0.7,0.65,0.66,0.32,0.37,0.34,0.41,0.0,0.0,0.0,0.238095238,0.142857143,0.235294118,1.53,2.82,0.05,0.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.63,1.21,0.64,1.26,0.0,0.0,0.0,0.0,0.0,-0.02,0.03,93.0,-23471.04,171,30.0,0
1.0,0.52,1.0,0.62,1.0,0.29,1.0,0.41,0.0,0.0,0.0,0.8125,0.625,0.842105263,0.43,1.36,0.05,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.65,1.09,0.92,1.49,0.0,0.0,0.0,0.0,0.72,-0.05,-0.04,147.0,3511127.54,562,59.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.80952381,0.333333333,0.853658537,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.18,50.18,0,0,0.53,1.16,1.19,0.59,0.0,1.0,0.0,0.024390244,0.0,-0.12,-0.51,64.0,16790302.72,288,60.0,0
0.5,0.5,0.48,0.46,0.26,0.26,0.38,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.5,1.54,1.03,1.59,0.0,0.0,0.166666667,0.0,0.0,-0.12,0.0,0.0,-1821511121.0,238,20.0,0
0.5,0.52,0.56,0.62,0.21,0.29,0.3,0.41,0.0,0.028571429,0.028571429,0.022222222,0.0,0.014285714,0.0,1.59,0.0,0.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,86.0,0,0,0.58,0.99,0.91,1.11,0.0,0.0,0.022222222,0.042857143,0.0,0.72,0.8,5.0,4612696.05,217,45.0,0
0.37,0.44,0.33,0.71,0.16,0.19,0.31,0.66,0.0,0.0,0.0,0.93442623,0.68852459,0.939597315,0.0,0.34,0.0,-0.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.37,2.17,0.0,4.38,0.0,1.0,0.0,0.006711409,0.0,-0.33,-0.16,5.0,6017965.22,83,40.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.403245943,0.0,0.388029925,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.3,1.14,0.0,2.78,0.0,0.0,0.0,0.011471322,0.0,-0.12,0.11,64.0,48686287.31,2,30.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,1.0,1.0,0.95,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,64.0,358935.53,0,43.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.127516779,0.0,0.154150198,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,0.127516779,0.007905138,0.0,0.0,0.0,4.0,133120.2,275,36.0,0
0.43,0.46,0.48,0.47,0.36,0.39,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.037037037,0.19,0.41,-0.22,-0.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.43,1.16,0.82,1.3,0.0,4.0,0.517857143,0.172839506,0.13,-0.4,-0.35,134.0,469131.39,263,22.0,0
1.0,0.52,1.0,0.62,1.0,0.29,1.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.11,-0.12,-0.63,26.0,835020.32,505,69.0,0
0.52,0.53,0.49,0.5,0.26,0.29,0.26,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.77,5.17,0.52,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.47,1.2,0.87,0.85,0.0,0.0,0.0,0.0,0.0,0.22,0.8,128.0,823996.92,186,70.0,0
0.5,0.52,0.15,0.62,0.5,0.29,0.15,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,-0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.47,1.07,0.73,0.81,0.0,0.0,0.0,0.0,-0.07,-0.59,-0.74,79.0,38676351.77,146,33.0,0
0.47,0.43,0.53,0.5,0.36,0.33,0.51,0.49,0.0,0.033333333,0.033333333,0.888888889,0.611111111,0.930555556,0.14,1.16,-0.32,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.46,1.25,1.75,1.31,0.0,0.0,0.0,0.0,0.15,0.21,-0.3,113.0,10918.47,94,34.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.75,0.53125,0.765765766,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.53,1.07,1.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.12,-0.15,64.0,4191435.27,68,25.0,0
0.63,0.67,0.72,0.75,0.29,0.29,0.32,0.3,0.0,0.0,0.0,0.25,0.0,0.25,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.61,1.3,1.03,1.04,0.0,0.0,0.125,0.0,0.0,19.82,-0.65,40.0,1280887.37,253,21.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,-0.29,-0.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.72,1.36,2.5,1.96,0.0,0.0,0.2,0.4,0.0,-0.31,-0.48,13.0,4514631.02,390,85.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.06,5.06,0,0,0.58,1.78,1.26,1.57,0.0,1.0,0.0,0.5,0.0,-0.12,0.0,0.0,61730.0,276,55.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.711111111,0.57037037,0.812734082,0.01,0.06,-0.41,-0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.53,2.0,1.0,1.21,0.0,0.0,0.0,0.0,0.55,-0.28,-0.34,54.0,7039564.75,0,33.0,0
0.0,0.52,0.0,0.62,0.0,0.29,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1.04,3.23,-0.24,-0.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.38,40.38,0,0,0.44,0.99,0.97,0.95,0.0,0.0,0.0,0.0,0.0,-0.17,-0.37,15.0,4412592.47,296,35.0,0
0.67,0.52,0.13,0.62,0.0,0.29,0.0,0.41,0.0,0.0,0.0,0.962962963,0.740740741,0.956521739,0.37,2.75,-0.12,0.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.44,0.04,0.0,0.07,0.0,0.0,0.0,0.02173913,0.0,0.28,0.28,64.0,7279971.5,334,40.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.004237288,0.82,2.07,0.01,-0.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.29,1.57,1.68,2.71,0.0,0.0,0.023255814,0.0,0.0,-0.25,-0.1,44.0,6129167.97,527,74.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.009259259,0.0,0.008583691,0.88,2.45,0.06,-0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.45,0.98,1.0,1.21,0.0,0.0,0.009259259,0.0,0.0,-0.25,-0.1,45.0,14865647.82,402,54.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.935064935,0.415584416,0.972375691,3.09,10.74,1.27,1.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.41,0.95,0.98,1.21,0.0,0.0,0.0,0.0,0.0,0.17,0.24,71.0,3782352.48,156,27.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.25,0.25,0.0,0.0,0.0,0.92,2.5,-0.06,-0.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.45,0.96,0.99,0.93,0.0,0.0,0.0,0.0,0.0,-0.15,0.07,1034.0,5558467.35,96,34.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.44,1.01,0.92,0.98,0.0,0.0,0.0,1.0,0.0,-0.12,-0.45,64.0,594463.39,31,5.0,0
0.0,0.52,0.0,0.62,0.0,0.29,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.07,1.07,0,0,0.36,1.34,1.3,2.43,0.0,0.0,0.0,0.0,0.0,-0.12,0.09,64.0,536360.43,139,57.0,0
0.0,0.52,0.0,0.62,0.0,0.29,0.0,0.41,0.0,0.060606061,0.060606061,0.434782609,0.304347826,0.390804598,0.2,0.63,-0.31,-0.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.44,1.82,0.82,2.18,0.0,0.0,0.0,0.011494253,0.0,-0.52,-0.58,165.0,153741.93,111,31.0,0
0.6,0.52,0.56,0.62,0.2,0.29,0.29,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.48,1.05,0.92,0.66,0.0,0.0,0.0,0.002583979,0.0,-0.57,0.4,9.0,184772.09,10,31.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.872727273,0.727272727,0.8625,0.77,3.46,-0.12,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.43,0.98,1.0,1.21,0.0,0.0,0.0,0.0,0.0,0.15,0.01,19.0,393380.83,0,35.0,0
